,type,userId,caseNum,Meeting type,environment,windowMode,center position,distance,transparency,theta,phi,pitch,row,label(81-99),visual angle,favorite,scale,offset,x,y,z,rx,ry,rz,horlen,verlen
0,1,1,1,1,low,0,"[0.23975759744644165, -0.71775728464126587, 1.41180181503295898]",1.6018250809995611,0.10378026962280273,9.638234987586586,-26.62102553184465,6.304954128434856,-19.992764876801143,,91.10675067240771,,1.2797051668167114,28.312092364271894,0.23975759744644165,-0.7177572846412659,1.411801815032959,-0.16853635013103485,-0.34751299023628235,0.9224045872688293,9.35596253243076,9.737827653392428
1,0,1,1,1,low,0,"[-0.43856078386306763, -0.58043819665908813, 1.28196525573730469]",1.4740010102442453,0.2434295415878296,-18.885836207990565,-23.190164545954616,6.195566186368047,5.427530122213179,,815.1542007639144,,2.630140781402588,29.907499744102616,-0.4385607838630676,-0.5804381966590881,1.2819652557373047,-0.22172413766384125,-0.3039807081222534,0.9265171885490417,37.66241910922627,21.643702662854807
2,1,1,1,1,low,1,"[-0.04183945059776306, -0.78986412286758423, 1.14280581474304199]",1.3898348831534661,0.38585829734802246,-2.0967286869951636,-34.632814542220515,14.231087814991728,-3.341785798463364,,39.160591307436036,,0.7183341979980469,34.69622622566767,-0.04183945059776306,-0.7898641228675842,1.142805814743042,-0.08887051045894623,-0.347513347864151,0.9334540963172913,6.353047037774644,6.16406443626038
3,0,1,1,1,low,1,"[-0.04273706674575806, -0.46998968720436096, 1.27671289443969727]",1.3611438490406054,0.2434295415878296,-1.9172200601629896,-20.199514137403938,2.4384746485029094,-3.505094191146992,,733.110004091943,,2.2916460037231445,20.29029581219241,-0.04273706674575806,-0.46998968720436096,1.2767128944396973,-0.09002429246902466,-0.30398130416870117,0.9484149813652039,35.73012622661671,20.517979685888204
4,1,1,2,2,low,0,"[0.23975759744644165, -0.71775728464126587, 1.41180181503295898]",1.6018250809995611,0.10378026962280273,9.638234987586586,-26.62102553184465,6.304954128434856,-19.992764876801143,,91.10675067240771,,1.2797051668167114,28.312092364271894,0.23975759744644165,-0.7177572846412659,1.411801815032959,-0.16853635013103485,-0.34751299023628235,0.9224045872688293,9.35596253243076,9.737827653392428
5,0,1,2,2,low,0,"[-0.43856078386306763, -0.58043819665908813, 1.28196525573730469]",1.4740010102442453,0.2434295415878296,-18.885836207990565,-23.190164545954616,6.195566186368047,5.427530122213179,,815.1542007639144,,2.630140781402588,29.907499744102616,-0.4385607838630676,-0.5804381966590881,1.2819652557373047,-0.22172413766384125,-0.3039807081222534,0.9265171885490417,37.66241910922627,21.643702662854807
6,1,1,2,2,low,1,"[-0.04183945059776306, -0.78986412286758423, 1.14280581474304199]",1.3898348831534661,0.38585829734802246,-2.0967286869951636,-34.632814542220515,14.231087814991728,-3.341785798463364,,39.160591307436036,,0.7183341979980469,34.69622622566767,-0.04183945059776306,-0.7898641228675842,1.142805814743042,-0.08887051045894623,-0.347513347864151,0.9334540963172913,6.353047037774644,6.16406443626038
7,0,1,2,2,low,1,"[-0.04273706674575806, -0.46998968720436096, 1.27671289443969727]",1.3611438490406054,0.2434295415878296,-1.9172200601629896,-20.199514137403938,2.4384746485029094,-3.505094191146992,,733.110004091943,,2.2916460037231445,20.29029581219241,-0.04273706674575806,-0.46998968720436096,1.2767128944396973,-0.09002429246902466,-0.30398130416870117,0.9484149813652039,35.73012622661671,20.517979685888204
8,1,1,3,1,high,0,"[0.23975759744644165, -0.71775728464126587, 1.41180181503295898]",1.6018250809995611,0.10378026962280273,9.638234987586586,-26.62102553184465,6.304954128434856,-19.992764876801143,,91.10675067240771,,1.2797051668167114,28.312092364271894,0.23975759744644165,-0.7177572846412659,1.411801815032959,-0.16853635013103485,-0.34751299023628235,0.9224045872688293,9.35596253243076,9.737827653392428
9,0,1,3,1,high,0,"[-0.43856078386306763, -0.58043819665908813, 1.28196525573730469]",1.4740010102442453,0.2434295415878296,-18.885836207990565,-23.190164545954616,6.195566186368047,5.427530122213179,,815.1542007639144,,2.630140781402588,29.907499744102616,-0.4385607838630676,-0.5804381966590881,1.2819652557373047,-0.22172413766384125,-0.3039807081222534,0.9265171885490417,37.66241910922627,21.643702662854807
